New Tripoli tab-delimited output of processed data for:
23-PP-5 z30 Pb-2399 in New Session-23-PP-5 z30 Pb-2399-report.tsv
produced on: 03/19/26 07:54:24

Data is presented by cycles.
Any discarded values are wrapped in &s.
Any missing values are represented as a blank entry.

Cycle            	Time             	204Pb            	205Pb            	206Pb            	207Pb            	208Pb            	204/205          	206/205          	207/205          	208/205          	206/207          	206/208          	207/208          	206/204          	207/204          	208/204          	alpha 204/206    	alpha 207/206    	alpha 208/206
88.0             	5465.038         	45.59142398      	82982.01367      	428398.1394      	21516.26919      	94417.35143      	5.494133241E-4   	5.162542103      	0.2592883474     	1.137805016      	19.9104285       	4.537281897      	0.2278846935     	9396.463239      	471.9367661      	2070.945437      	1.0              	-82.28314691     	368.0866633
89.0             	5500.929         	46.24712933      	82355.04113      	425827.5247      	21382.3034       	93882.50074      	5.615579653E-4   	5.170630952      	0.259635635      	1.139972726      	19.91495101      	4.535749701      	0.227756006      	9207.65312       	462.3487709      	2030.017908      	1.0              	-82.31086286     	367.5274322
90.0             	5536.819         	45.74803625      	81941.24263      	423189.6848      	21196.25472      	93597.65824      	5.583029349E-4   	5.164550491      	0.2586762666     	1.142253342      	19.96530474      	4.521370436      	0.2264613786     	9250.444817      	463.3260018      	2045.938272      	1.0              	-82.29003663     	369.0759416
91.0             	5804.956         	42.31971918      	79199.61958      	408258.5022      	20421.32227      	90148.02722      	5.343424552E-4   	5.154803829      	0.2578462167     	1.138238134      	19.99177609      	4.528756921      	0.2265309946     	9647.004049      	482.5486243      	2130.166007      	1.0              	-82.25655077     	370.4250169
92.0             	5840.855         	43.91476868      	78616.86376      	405968.6442      	20375.15097      	89688.47503      	5.585922229E-4   	5.163887553      	0.2591702339     	1.140829979      	19.9246938       	4.526430448      	0.2271769139     	9244.467326      	463.9703585      	2042.330581      	1.0              	-82.28776304     	368.2772009
93.0             	5876.751         	42.69725458      	78214.94228      	403496.783       	20262.06977      	89182.26605      	5.458963893E-4   	5.158819673      	0.2590562516     	1.140220314      	19.91389762      	4.524406038      	0.2271984181     	9450.180977      	474.5520518      	2088.711954      	1.0              	-82.27036303     	368.461239
94.0             	5912.644         	42.57523608      	77780.43094      	401286.9088      	20130.72672      	88638.6534       	5.473772203E-4   	5.159227121      	0.2588148006     	1.139600955      	19.93404979      	4.527222531      	0.2271100242     	9425.359568      	472.8271308      	2081.929815      	1.0              	-82.27176322     	368.8516258
95.0             	5948.535         	41.31806708      	77359.66151      	399139.6074      	19986.35032      	88077.53311      	5.341035143E-4   	5.159531462      	0.2583562276     	1.138545999      	19.97061         	4.53168468       	0.2269176896     	9660.17134       	483.7193927      	2131.69539       	1.0              	-82.27280894     	369.5950723
96.0             	5984.426         	42.18309316      	76917.98161      	396768.7822      	19853.48644      	87651.70254      	5.484165377E-4   	5.158335852      	0.2581124209     	1.139547616      	19.98484162      	4.526652315      	0.2265042876     	9405.872174      	470.6503235      	2077.887039      	1.0              	-82.2687001      	369.9914116
97.0             	6020.321         	41.34979845      	76473.01286      	394359.9477      	19728.19969      	87082.88115      	5.407109894E-4   	5.156851194      	0.2579759703     	1.138740032      	19.98965713      	4.528558799      	0.2265450963     	9537.16735       	477.1050993      	2106.004973      	1.0              	-82.26359525     	370.2135566
98.0             	6056.214         	41.78725954      	76010.94427      	391897.7194      	19658.54409      	86725.34262      	5.49753196E-4    	5.155806485      	0.2586278105     	1.140958627      	19.93523618      	4.518837373      	0.2266758884     	9378.402023      	470.4434869      	2075.401536      	1.0              	-82.26000137     	369.1544591
99.0             	6092.099         	39.7777384       	75469.04941      	389579.3767      	19541.47752      	86111.24075      	5.270735316E-4   	5.162107907      	0.2589336644     	1.141013984      	19.93602461      	4.524140789      	0.2269329456     	9793.904641      	491.2666809      	2164.809872      	1.0              	-82.28165671     	368.6593514
100.0            	6127.999         	40.41979948      	75074.65456      	387438.1577      	19341.07194      	85679.70222      	5.383947448E-4   	5.160705167      	0.2576245212     	1.141260026      	20.03188649      	4.521936324      	0.2257369183     	9585.355759      	478.5048958      	2119.74585       	1.0              	-82.27684066     	370.7868082
101.0            	6404.711         	38.47191804      	72026.92364      	371730.5482      	18651.77269      	81798.16248      	5.341324618E-4   	5.160994382      	0.2589555647     	1.135660922      	19.93003852      	4.544485315      	0.2280219032     	9662.386674      	484.8152532      	2126.178435      	1.0              	-82.27783384     	368.6239446
102.0            	6440.603         	38.77713026      	71589.46455      	369426.0278      	18573.91993      	81409.11052      	5.416597332E-4   	5.160340703      	0.2594504659     	1.137166077      	19.88950255      	4.537895396      	0.2281552987     	9526.904783      	478.9916068      	2099.410399      	1.0              	-82.27558891     	367.8254204
103.0            	6476.497         	39.63723671      	71178.74795      	367108.0517      	18454.22706      	80867.00829      	5.568689791E-4   	5.157551407      	0.259265969      	1.136111699      	19.89289774      	4.5396517        	0.2282046467     	9261.696379      	465.578042       	2040.177747      	1.0              	-82.26600323     	368.1227503
104.0            	6512.382         	40.66166379      	70743.47435      	364836.0481      	18347.71947      	80418.74524      	5.747761778E-4   	5.157168932      	0.2593556457     	1.13676556       	19.88454471      	4.536704061      	0.2281522724     	8972.482041      	451.2289404      	1977.753435      	1.0              	-82.26468801     	367.9781771
105.0            	6548.289         	40.26917734      	70274.19145      	362236.1729      	18210.69219      	79646.44679      	5.73029394E-4    	5.154611749      	0.2591376978     	1.133366961      	19.89140057      	4.548051891      	0.2286441257     	8995.370575      	452.2240928      	1977.851351      	1.0              	-82.25588959     	368.3297178
106.0            	6584.186         	40.61717538      	69686.49669      	359592.7319      	18037.62696      	79152.64949      	5.828557512E-4   	5.160149369      	0.2588396291     	1.135839126      	19.93570068      	4.543028367      	0.2278840579     	8853.218585      	444.0886593      	1948.748251      	1.0              	-82.2749317      	368.8114485
107.0            	6620.085         	39.29054192      	69112.5642       	356674.0866      	17893.65904      	78317.38277      	5.685007114E-4   	5.160770559      	0.2589060216     	1.133185893      	19.93298776      	4.55421356       	0.2284762132     	9077.861215      	455.4189932      	1993.288434      	1.0              	-82.27706523     	368.7040507
108.0            	6655.994         	37.80180457      	68661.31676      	354321.0124      	17816.82407      	77886.79429      	5.505546115E-4   	5.160416799      	0.2594885288     	1.134362083      	19.88687833      	4.549179558      	0.228752823      	9373.124283      	471.3220511      	2060.39884       	1.0              	-82.27585027     	367.764132
109.0            	6691.896         	38.98776242      	68312.35505      	352211.078       	17730.53475      	77652.6564       	5.707278338E-4   	5.155891313      	0.2595509222     	1.136729313      	19.86466189      	4.535724782      	0.2283313357     	9033.887972      	454.7717964      	1991.718723      	1.0              	-82.26029324     	367.6637057
110.0            	6727.799         	37.23999387      	67901.74096      	350179.7537      	17607.02445      	77240.59539      	5.484394559E-4   	5.157154276      	0.2593015172     	1.137534831      	19.88863903      	4.53362318       	0.2279503978     	9403.324689      	472.798801       	2074.130186      	1.0              	-82.26463761     	368.0654289
111.0            	7006.179         	35.95685417      	64795.71974      	334353.3509      	16784.1942       	73869.86754      	5.549263797E-4   	5.160114777      	0.2590324525     	1.140042395      	19.92072703      	4.526248145      	0.2272129998     	9298.737574      	466.7870586      	2054.402957      	1.0              	-82.27481288     	368.4996859
112.0            	7042.074         	33.43265685      	64362.43498      	332456.286       	16700.64105      	73485.73311      	5.194436298E-4   	5.165377694      	0.25947808       	1.141748803      	19.90679789      	4.524092935      	0.2272637197     	9944.058216      	499.530777       	2198.022534      	1.0              	-82.29287277     	367.7809547
113.0            	7077.971         	34.01452403      	64040.61528      	330598.0317      	16568.52104      	73032.46116      	5.311398694E-4   	5.162318168      	0.2587189547     	1.140408487      	19.95338214      	4.526727245      	0.2268651607     	9719.319647      	487.1013636      	2147.096372      	1.0              	-82.28237838     	369.006795
114.0            	7113.872         	35.09892498      	63706.94879      	328438.6225      	16471.00812      	72325.26019      	5.509434316E-4   	5.155459943      	0.2585433525     	1.135280555      	19.94040803      	4.541132955      	0.2277352073     	9357.512308      	469.2738631      	2060.611834      	1.0              	-82.25880891     	369.2913836
115.0            	7149.765         	33.847148        	63293.82368      	326464.2563      	16379.24669      	72037.50793      	5.347622569E-4   	5.157916481      	0.2587811217     	1.138144352      	19.93157942      	4.531864937      	0.2273710899     	9645.251538      	483.9180746      	2128.318401      	1.0              	-82.26725843     	368.9061369
116.0            	7185.657         	33.8571109       	62857.97083      	324359.2213      	16328.26153      	71748.34103      	5.386287603E-4   	5.160192368      	0.2597643753     	1.141435845      	19.86489626      	4.520790539      	0.2275768511     	9580.239208      	482.269783       	2119.151313      	1.0              	-82.2750794      	367.3205038
117.0            	7221.554         	33.24542928      	62431.78635      	322366.6589      	16178.83113      	71423.56621      	5.325080576E-4   	5.163502084      	0.2591441327     	1.14402567       	19.92521316      	4.513449496      	0.2265195087     	9696.570804      	486.6482845      	2148.372506      	1.0              	-82.28644077     	368.3193301
118.0            	7257.457         	31.30572459      	62122.62794      	320436.2738      	16113.8099       	71026.1248       	5.039343252E-4   	5.158124896      	0.2593871256     	1.143321317      	19.88581694      	4.511526916      	0.2268715905     	10235.70858      	514.7240675      	2268.790316      	1.0              	-82.26797492     	367.9274501
119.0            	7293.365         	30.77405911      	61764.91093      	318328.9214      	16003.6706       	70482.71474      	4.982450173E-4   	5.153879713      	0.2591061877     	1.141144926      	19.89099434      	4.516411188      	0.2270580902     	10344.06674      	520.0376896      	2290.328828      	1.0              	-82.25336929     	368.3805913
120.0            	7329.269         	32.72568925      	61316.97513      	316265.7167      	15891.93546      	69809.34592      	5.33713367E-4    	5.157881909      	0.2591767684     	1.138499506      	19.90101945      	4.530420856      	0.2276476774     	9664.142267      	485.6104126      	2133.166559      	1.0              	-82.26713957     	368.2666551
