z,n,symbol,radius,unc_r,abundance,abundance_unc,energy_shift,energy,unc_e,ripl_shift,jp,half_life,operator_hl,unc_hl,unit_hl,half_life_sec,unc_hls,decay_1,decay_1_%,unc_1,decay_2,decay_2_%,unc_2,decay_3,decay_3_%,unc_3,isospin,magnetic_dipole,unc_md,electric_quadrupole,unc_eq,qbm,unc_qb,qbm_n,unc_qbmn,qa,unc_qa,qec,unc_qec,sn,unc_sn,sp,unc_sp,binding,unc_ba,atomic_mass,unc_am,massexcess,unc_me,Extraction_date
24,37,Cr, ,, ,, ,0, , ,(5/2-),234, ,11,ms,0.234,0.011,B-,100, ,B-N, , , , , , , , , , ,9245.6277,29822,2400.1258,3,-10519.5695,206,-12319.381,235,3659.3198,21726,16698.0714,182,8460.1734,305,60954378.13,2000,-42496.502,1863,2022-03-28
24,38,Cr, ,, ,, ,0, , ,0+,206, ,12,ms,0.206,0.012,B-,100, ,B-N, , , , , , , , , , ,7671.3532,73947,2818.2002,4,-12359.8588,183,-15639.447,264,6427.4274,4,17964.4611,235,8427.3871,556,61956142.92,3700,-40852.611,3447,2022-03-28
24,39,Cr, ,, ,, ,0, , ,1/2-,129, ,2,ms,0.129,0.002,B-,100, ,B-N, , , , , , , , , , ,10708.7611,727520,4274.3471,73,-12724,309,-14438.158,348,3397.0061,73,18254.1070,274,8347.5398,11533,62961161,78000,-36178.299,72657,2022-03-28
24,40,Cr, ,, ,, ,0, , ,0+,43, ,1,ms,0.043,0.001,B-,100, ,B-N, , , , , , , , , , ,9349.0622,2999620,5175.7645,300,-13965.1963,384,-17319.978,500,5532.9966,309,19188.8082,453,8303.5626,46866,63963886,322000,-33639.978,299941,2022-03-28
24,41,Cr, ,, ,, ,0, , ,(1/2-),27, ,3,ms,0.027,0.003,B-,100, , , , , , , , , , , , ,12657,200,6608,200,-14365,361,-16200.0,539,2741,361,19279,447,8218,3,64969608,215,-28310,200,2022-03-28
24,42,Cr, ,, ,, ,0, , ,0+,24, ,2,ms,0.024,0.002,B-,100, , , , , , , , , , , , ,11610,300,7756,300,-15365,500,-18840.0,583,4901,361,20319,583,8168,5,65973011,322,-25140,300,2022-03-28
24,44,Cr, ,, ,, ,0, , ,0+,360,GT, ,ns,0.00000036, ,B-,100, ,B-N,0, , , , , , , , , ,13230,583,9819,539,-16635,781, ,,4492,640,21235,781,8026,7,67983156,537,-15690,500,2022-03-28
24,45,Cr, ,, ,, ,0, , , ,620,GT, ,ns,0.00000062, ,B-2N, , ,B-N, , ,B-, , , , , , , ,15730,640,11219,583,-17265,860, ,,2011,707, ,,7939,7,68989662,537,-9630,500,2022-03-28
24,46,Cr, ,, ,, ,0, , ,0+,620,GT, ,ns,0.00000062, ,B-2N, , ,B-, , ,B-N, , , , , , , ,14810,781,11648,721, ,, ,,4082,781, ,,7884,9,69993945,644,-5640,600,2022-03-28
25,19,Mn, ,, ,, ,0, , , ,105,LT, ,ns,0.000000105, ,P, , ,EC, , , , , , , , , , , ,, ,,-7434,424,20881.899,304,17981,500,-2141,361,7457,7,44008009,322,7460,300,2022-03-28
25,20,Mn, ,, ,, ,0, , , , , , , , , , , , , , , , , , , , , , , ,-19388,412, ,,-7715,361,14534.801,302,20511,424,-1153,304,7747,7,44994654,322,-4980,300,2022-03-28
25,21,Mn, ,, ,, ,0, , ,(4+),36.2, ,4,ms,0.0362,0.0004,EC+B+,100, ,ECP,57,0.8, , , ,2, , , , ,-13628,312,-34897,296,-7223,214,17053.822,87,15509,312,191.9175,94,7916.0805,18832,45986669,93000,-12417.748,86629,2022-03-28
25,22,Mn, ,, ,, ,0, , ,(5/2-),100, ,50,ms,0.1,0.05,EC+B+,100, ,ECP,3.4,0.9, , , , , , , , ,-15437,501,-31848,302,-7074.9344,53,11996.717,32,18219.9463,92,383.7767,34,8135.3117,6738,46975774,34000,-22566.376,31671,2022-03-28
25,23,Mn, ,, ,, ,0, , ,4+,158.1, ,22,ms,0.1581,0.0022,EC+B+,100, ,B+P,0.28,0.04,B+A,0.0006, ,1, , , , ,-11288.0685,924609,-30238,500,-7913.4808,10,13524.669,10,14801.5859,32,2022.5222,6,8274.1924,1396,47968548.76,7191,-29296.644,6699,2022-03-28
25,24,Mn, ,, ,, ,0, , ,5/2-,382, ,7,ms,0.382,0.007,EC+B+,100, , , , , , , ,1/2, , , , ,-12869.1957,243199,-27682.6680,92,-8158.3999,23744,7712.427,3,16394.5996,7,2087.5834,8,8439.915,452,48959613.35,2377,-37619.925,2214,2022-03-28
25,25,Mn,3.7120,196, ,, ,0, , ,0+,283.19, ,10,ms,0.28319,0.0001,EC+B+,100, , , , , , , ,1, , , , ,-8150.4267,83842,-25947.4747,24,-7975.9054,1427,7634.478,149,13078.2790,22133,4583.5055,22010,8532.6823,23,49954238.157,123,-42626.886,115,2022-03-28
25,26,Mn,3.7026,212, ,, ,0, , ,5/2-,46.2, ,1,m,2772,6,EC+B+,100, , , , , , , , , , , , ,-8054.04,14309,-21838.0836,8,-8661.0715,3064,3207.49,34,13687.6569,2981,5270.8323,2904,8633.7602,60,50948208.77,326,-48243.225,304,2022-03-28
25,27,Mn,3.6706,128, ,, ,0, , ,6+,5.591, ,3,d,483062.4,259.2,EC+B+,100, , , , , , , , ,3.0622, ,0.5, ,-2379.2912,1534,-18593.5193,14041,-8658.2974,9744,4708.121,171,10539.4793,3115,6549.6431,1812,8670.4087,25,51945559.09,138,-50711.387,129,2022-03-28
25,28,Mn,3.6662,76, ,, ,0, , ,7/2-,3.7E+6, ,4,Y,116760626105990.4,12622770389836.8,EC,100, , , , , , , , , , , , ,-3742.8664,16971,-14429.5724,3598,-9153.1088,8876,597.268,365,12050.2812,3375,6559.8128,3316,8734.1798,65,52941287.497,371,-54690.350,346,2022-03-28
25,29,Mn,3.6834,49, ,, ,0, , ,3+,312.20, ,20,d,26974080,17280,EC+B+,100, ,B-,0.000093, , , , , ,3.2819, ,0.37, ,696.3688,10587,-12682.0813,19467,-8759.9225,10049,1377.132,1016,8939.2149,10572,7559.6001,10000,8737.9768,186,53940355.772,1080,-55558.247,1007,2022-03-28
25,30,Mn,3.7057,22,100, ,,0, , ,5/2-,STABLE, , , , , , , , , , , , , , , ,3.4532, ,0.33, ,-231.1204,1786,-9529.2447,2461,-7934.3526,2650,-2602.218,346,10225.6135,10347,8066.1340,2628,8765.0247,47,54938043.04,279,-57712.542,260,2022-03-28
25,31,Mn,3.7146,52, ,, ,0, , ,3+,2.5789, ,1,h,9284.04,0.36,B-,100, , , , , , , , ,3.2266, , , ,3695.4973,2065,-7501.5624,2234,-7893.5501,3226,-1626.538,648,7270.4420,1342,9090.3133,3487,8738.3358,52,55938902.816,314,-56911.666,293,2022-03-28
25,32,Mn, ,, ,, ,0, , ,5/2-,85.4, ,18,s,85.4,1.8,B-,100, , , , , , , , , , , , ,2695.7375,15219,-4950.4341,15218,-8059.5201,3,-4961.294,2395,8645.9314,15253,9490.1227,16058,8736.7146,264,56938285.944,1615,-57486.279,1505,2022-03-28
25,33,Mn, ,, ,, ,0, , ,1+,3.0, ,1,s,3,0.1,B-,100, , , , , , , , , , , , ,6327.7027,27198,-3716.8696,27146,-8354.2169,12,-3835.76,4,6412.6071,3,10591.5547,3,8696.6438,466,57940066.643,2900,-55827.568,2701,2022-03-28
25,34,Mn, ,, ,, ,0, , ,5/2-,4.59, ,5,s,4.59,0.05,B-,100, , , , , , , , ,3.496, ,0.34, ,5139.629,23520,-1441.3756,23501,-8825.1083,27,-7409.397,2424,7769.0782,4,10822.4919,4,8680.9224,395,58940391.111,2500,-55525.328,2329,2022-03-28
25,35,Mn, ,, ,, ,0, , ,1+,0.28, ,2,s,0.28,0.02,IT,100, ,B-,100, , , , , , , , , ,8445.2283,41261,-374.3064,23520,-9209.4612,176,-6059.446,2583,5513.9355,3,12140.9862,24234,8628.1392,388,59943136.574,2500,-52967.946,2329,2022-03-28
25,36,Mn, ,, ,, ,0, , ,5/2(-),0.709, ,8,s,0.709,0.008,B-,100, ,B-N,0.2, , , , , ,3.535, ,0.36, ,7178.373,34965,1599.7264,4,-9731.9824,85,-9245.628,3,6845.5018,3,12122.6005,25831,8598.9157,382,60944452.541,2500,-51742.130,2329,2022-03-28
25,37,Mn, ,, ,,X,0, ,0,(1+),92, ,13,ms,0.092,0.013,B-,100, ,B-N, , , , , , , , , , ,10354.092,71142,2325.2200,7,-10518.2968,96,-7671.354,7,4853.1530,7,13316.4337,7,8538.5002,1055,61947907.384,7023,-48523.965,6542,2022-03-28
25,38,Mn, ,, ,, ,0, , ,5/2-,0.275, ,4,s,0.275,0.004,B-,100, ,B-N, , , , , , , , , , ,8748.5685,56915,3919.6779,5,-11701.3594,137,-10708.762,73,6434.4141,8,13323.4203,5,8505.102,591,62949664.672,4000,-46887.061,3726,2022-03-28
25,39,Mn, ,, ,, ,0, , ,(1+),90, ,4,ms,0.09,0.004,B-,100, ,B-N,33,2, , , , , , , , ,11980.5117,61402,4575.2708,6,-12326.5545,182,-9349.062,300,4173.2977,5,14099.7119,73,8437.4175,553,63953849.369,3800,-42989.040,3540,2022-03-28
25,40,Mn, ,, ,, ,0, , ,(5/2-),92, ,1,ms,0.092,0.001,B-,100, ,B-5N,21, , , , , , , , , ,10250.5576,63257,5930.8897,6,-13215.1387,235,-12657.344,200,6049.6219,5,14616.3372,300,8400.6822,573,64956019.749,4000,-40967.344,3726,2022-03-28
25,41,Mn, ,, ,, ,0, , , ,65, ,2,ms,0.065,0.002,B-,100, , , , , , , , , , , , ,13317.4543,119056,6396.1914,12,-13962.1446,265,-11610.392,300,3854.3662,12,15729,201,8331.7986,1694,65960546.833,12000,-36750.392,11178,2022-03-28
25,42,Mn, ,, ,, ,0, , ,(5/2-),47, ,2,ms,0.047,0.002,B-,100, ,B-N, , , , , , , , , , ,12128,200,8416,200,-14265,395,-14310.0,447,4901,201,15729,361,8281,3,66963950,215,-33580,200,2022-03-28
25,43,Mn, ,, ,, ,0, , ,>3,28, ,3,ms,0.028,0.003,B-,100, ,B-N,0, , , , , , , , , ,14977,356,8717,300,-15025,500,-13230.0,583,3411,361,16939,500,8209,4,67968953,322,-28920,300,2022-03-28
25,44,Mn, ,, ,, ,0, , ,(5/2-),16, ,3,ms,0.016,0.003,B-,100, , , , , , , , , , , , ,13839,447,10466,444,-15674,640,-15730.0,640,4511,500,16959,640,8155,6,68972775,429,-25360,400,2022-03-28
25,45,Mn, ,, ,, ,0, , , ,19.9, ,17,ms,0.0199,0.0017,B-,100, ,B-N,50,20, , , , , , , , ,16440,583,10678,539,-16575,707,-14810.0,781,3161,640,18109,707,8084,7,69978046,537,-20450,500,2022-03-28
25,46,Mn, ,, ,, ,0, , , ,637,GT, ,ns,0.000000637, ,B-2N, , ,B-, , ,B-N, , , , , , , ,15310,640,12199,583,-17301,781, ,,4241,707,18268,781,8030,7,70982158,537,-16620,500,2022-03-28
25,47,Mn, ,, ,, ,0, , , ,620,GT, ,ns,0.00000062, ,B-2N, , ,B-N, , ,B-, , , , , , , ,18080,781,12689,721, ,, ,,2621,781, ,,7955,8,71988009,644,-11170,600,2022-03-28
25,48,Mn, ,, ,, ,0, , , , , , , , , ,B-,100, ,B-3N, , ,B-2N, , , , , , , ,17289,781,14478,781, ,, ,,3602,848, ,,7895,8,72992807,644,-6700,600,2022-03-28
26,19,Fe, ,, ,, ,0, , ,(3/2+),1.89, ,+49-21,ms,0.00189,0.00035,2P,57,10,EC+B+,43,10,B+P,43,10, , , , , , ,, ,,-8427,490,19388.0,412, ,,341,412,7299,6,45015467,304,14408,283,2022-03-28
26,20,Fe, ,, ,, ,0, , ,0+,13.0, ,20,ms,0.013,0.002,EC+B+,100, ,ECP,78.7,3.8, , , , , , , , , ,, ,,-8275,424,13627.748,312,21269,412,1099,424,7603,7,46001299,322,1210,300,2022-03-28
26,21,Fe, ,, ,, ,0, , ,(7/2-),21.8, ,7,ms,0.0218,0.0007,EC+B+,100, ,ECP,0, ,EC2P, , , , , , , ,-17750,781, ,,-7584,539,15436.376,501,16411,583,2001,508,7790,11,46992346,537,-7130,500,2022-03-28
26,22,Fe, ,, ,, ,0, , ,0+,44, ,7,ms,0.044,0.007,EC+B+,100, ,ECP,3.6,1.1, , , , , , , , ,-19738,509,-36700,607,-7011.5928,105,11288.069,92,18950,509,2731.1704,98,8022.7254,19212,47980667,99000,-18008.575,92218,2022-03-28
26,23,Fe, ,, ,, ,0, , ,(7/2-),64.7, ,3,ms,0.0647,0.0003,EC+B+,100, ,B+P,56.7,0.4, , , ,3/2, , , , ,-14971,501,-34552,501,-7660.8442,43,12869.195,24,14813.4724,95,2743.0569,25,8161.3121,4943,48973429,26000,-24750.730,24219,2022-03-28
26,24,Fe, ,, ,, ,0, , ,0+,152.0, ,6,ms,0.152,0.0006,EC+B+,100, ,ECP,0, , , , , , , , , ,-16887.0566,1260308,-32768,500,-7429.8051,14,8150.426,8,17797.0480,26,4145.5053,9,8354.0268,1677,49962988,9000,-34476.460,8383,2022-03-28
26,25,Fe, ,, ,, ,0, , ,5/2-,305, ,2,ms,0.305,0.002,EC+B+,100, , , , , , , , , , , , ,-12847.0389,484579,-30671.1002,126,-8051.0084,5,8054.04,143,13784.0436,8,4851.2699,14029,8460.4977,274,50956855.137,1501,-40189.185,1398,2022-03-28
26,26,Fe, ,, ,, ,0, , ,0+,8.275, ,8,h,29790,28.8,EC+B+,100, , , , , , , , , , , , ,-13988.1167,52831,-29061.2670,48,-7935.6981,7,2379.292,221,16214.2281,14097,7377.8411,3355,8609.6079,35,51948113.364,192,-48332.095,179,2022-03-28
26,27,Fe, ,, ,, ,0, , ,7/2-,8.51, ,2,m,510.6,1.2,EC+B+,100, , , , , , , , , , , , ,-8288.1073,4431,-24674.8227,6,-8040.0472,27619,3742.867,1704,10686.7060,16763,7525.0678,16717,8648.7985,315,52945305.629,1792,-50947.483,1669,2022-03-28
26,28,Fe,3.6933,19,5.845,105, ,0, , ,0+,STABLE, , , , , , , , , , , , , , , , , , , ,-8244.5478,893,-21666.5575,16927,-8418.1672,3452,-696.368,1064,13378.4501,16337,8853.2367,4595,8736.3846,64,53939608.189,368,-56254.615,343,2022-03-28
26,29,Fe, ,, ,, ,0, , ,3/2-,2.744, ,9,Y,86592204.87428045,284012.333771328,EC,100, , , , , , , , , , , , ,-3451.4254,3241,-17542.6721,2098,-8455.623,3403,231.12,40,9298.1243,1898,9212.1461,10477,8746.5981,56,54938291.158,330,-57481.422,308,2022-03-28
26,30,Fe,3.7377,16,91.754,106, ,0, , ,0+,STABLE, , , , , , , , , , , , , , , , , , , ,-4566.6455,4104,-14648.4850,3395,-7612.5711,2754,-3695.497,397,11197.0596,2291,10183.5922,1570,8790.3563,48,55934935.537,287,-60607.163,268,2022-03-28
26,31,Fe,3.7532,17,2.119,29, ,0, , ,1/2-,STABLE, , , , , , , , , , , , , , ,5/2,0.09044, , , ,-836.3589,4493,-12212.8170,4106,-7319.315,2752,-2695.738,1529,7646.1716,169,10559.3218,2072,8770.2829,47,56935391.95,287,-60182.017,268,2022-03-28
26,32,Fe,3.7745,14,0.282,12, ,0, , ,0+,STABLE, , , , , , , , , , , , , , , , , , , ,-2307.9785,11389,-10880.9312,5035,-7644.8077,3219,-6327.703,2719,10044.5723,1808,11957.9628,15313,8792.2534,55,57933273.575,339,-62155.271,316,2022-03-28
26,33,Fe, ,, ,, ,0, , ,3/2-,44.490, ,9,d,3843936,777.6,B-,100, , , , , , , , ,-0.3358, , , ,1564.8804,3690,-8888.9832,11435,-7979.5497,3841,-5139.629,2352,6581.0046,1066,12126.3603,27215,8754.7746,56,58934873.492,354,-60664.957,330,2022-03-28
26,34,Fe, ,, ,, ,0, , ,0+,2.62E+6, ,4,Y,82679146053431.05,1262277038983.68,B-,100, , , , , , , , , , , , ,237.2633,34106,-7254.6543,3,-8552.9625,3,-8445.228,4,8819.5347,3,13176.8168,4,8755.8539,568,59934070.249,3656,-61413.174,3406,2022-03-28
26,35,Fe, ,, ,, ,0, , ,(3/2-),5.98, ,6,m,358.8,3.6,B-,100, , , , , , , , , , , , ,3977.6759,27399,-5341.3833,26392,-8820.4339,3,-7178.373,3,5578.6466,4,13241.5278,3,8703.7686,428,60936746.241,2800,-58920.503,2608,2022-03-28
26,36,Fe, ,, ,, ,0, , ,0+,68, ,2,s,68,2,B-,100, , , , , , , , , , , , ,2546.3427,187834,-4051.1960,29178,-9311.1648,4,-10354.092,7,8028.8719,4,14424.8980,4,8692.8831,451,61936791.809,3000,-58878.057,2794,2022-03-28
26,37,Fe, ,, ,, ,0, , ,(5/2-),6.1, ,6,s,6.1,0.6,B-,100, , , , , , , , , , , , ,6215.9238,190668,-2282.5479,19,-9944.6142,4,-8748.568,6,4828.8906,5,14400.6356,8,8631.5499,683,62940272.698,4618,-55635.629,4302,2022-03-28
26,38,Fe, ,, ,, ,0, , ,0+,2.0, ,2,s,2,0.2,B-,100, , , , , , , , , , , , ,4822.8898,206249,-1189.3171,19,-10485.9676,5,-11980.512,6,7405.2409,7,15371.4624,6,8612.3888,784,63940987.761,5386,-54969.552,5017,2022-03-28
26,39,Fe, ,, ,, ,0, , ,(1/2-),0.81, ,5,s,0.81,0.05,B-,100, , , , , , , , , , , , ,7967.3036,55198,503.2219,21,-11146.3156,5,-10250.558,6,4319.6679,7,15517.8325,6,8546.347,786,64945015.323,5487,-51217.902,5112,2022-03-28
26,40,Fe, ,, ,, ,0, , ,0+,440, ,60,ms,0.44,0.06,B-,100, , , , , , , , , , , , ,6340.6944,145611,1046.0407,5,-11640.1511,5,-13317.455,12,6921.2629,7,16389.4735,6,8521.7245,621,65946249.958,4400,-50067.847,4099,2022-03-28
26,41,Fe, ,, ,, ,0, , ,(5/2+),0.6, ,+2-1,s,0.6,0.15,B-,100, , , , , , , , , , , , ,9613.3678,74900,2628.8074,14,-11955.032,73,-12128.416,200,3711.8871,6,16246.9944,12,8449.9359,570,66950930,4100,-45708.416,3819,2022-03-28
26,42,Fe, ,, ,, ,0, , ,0+,188, ,4,ms,0.188,0.004,B-,100, ,B-N,0, , , , , , , , , ,7746,193,3354,193,-12682,356,-14977.0,357,6260,193,17605,278,8418,3,67952875,207,-43897,193,2022-03-28
26,43,Fe, ,, ,, ,0, , , ,110, ,5,ms,0.11,0.005,B-,100, , , , , , , , , , , , ,11186,218,4372,200,-13314,283,-13839.0,447,3374,278,17568,361,8345,3,68957918,215,-39199,200,2022-03-28
26,44,Fe, ,, ,, ,0, , ,0+,65, ,6,ms,0.065,0.006,B-,100, ,B-N, , , , , , , , , , ,9635,300,5424,312,-14175,424,-16440.0,583,5762,361,18819,500,8308,4,69960397,322,-36890,300,2022-03-28
26,45,Fe, ,, ,, ,0, , , ,28, ,5,ms,0.028,0.005,B-,100, ,B-N, , , , , , , , , , ,12440,613,6524,400,-15085,565,-15310.0,640,3111,500,18769,640,8235,6,70965722,429,-31930,400,2022-03-28
26,46,Fe, ,, ,, ,0, , ,0+,150,GE, ,ns,0.00000015, ,B-,100, ,B-N,27.6, , , , , , , , , ,11050,583,7049,683,-15985,707,-18080.0,781,5391,640,19919,707,8195,7,71968599,537,-29250,500,2022-03-28
26,47,Fe, ,, ,, ,0, , , ,12.9, ,16,ms,0.0129,0.0016,B-,100, ,B-2N, , ,B-N, , , , , , , ,13980,583,8239,583,-16785,707,-17290.0,781,2811,707,20109,781,8121,7,72974246,537,-23990,500,2022-03-28
26,48,Fe, ,, ,, ,0, , ,0+,8.2, ,+26-71,ms,0.0082,0.00485,B-N, , ,B-2N, , ,B-, , , , , , , ,12881,640,9239,583,-17444,781, ,,4741,707,21248,781,8076,7,73977821,537,-20660,500,2022-03-28
26,49,Fe, ,, ,, ,0, , , ,620,GT, ,ns,0.00000062, ,B-2N, , ,B-, , ,B-N, , , , , , , ,15861,721,10769,721, ,, ,,2112,781, ,,7996,8,74984219,644,-14700,600,2022-03-28
27,23,Co, ,, ,, ,0, , ,(6+),38.8, ,2,ms,0.0388,0.0002,EC+B+,100, ,ECP,70.5,0.7,EC2P, , ,2, , , , ,-14130,516,-34190,613,-7596.5711,153,16887.057,126,15881,516,127.6444,128,8000.6387,25150,49981117,135000,-17589.403,125752,2022-03-28
27,24,Co, ,, ,, ,0, , ,7/2-,68.8, ,19,ms,0.0688,0.0019,EC+B+,100, ,ECP,3.8, , , , , , , , , ,-15692,503,-31954,503,-7200.6861,58,12847.039,48,17824.0613,135,154.6577,49,8193.2549,9498,50970647,52000,-27342.146,48438,2022-03-28
27,25,Co, ,, ,, ,0, , ,(6+),104, ,7,ms,0.104,0.007,EC+B+,100, ,B+P, , , , , , , , , , ,-11784.123,830710,-30765,500,-7472.2505,9,13988.116,5,15073.1503,49,1443.7644,5,8325.5606,1016,51963130.224,5669,-34343.979,5282,2022-03-28
27,26,Co, ,, ,, ,0, , ,(7/2-),240, ,9,ms,0.24,0.009,EC+B+,100, , , , , , , , , , , , ,-13028.5485,252096,-28170.8383,83,-7464.3663,28069,8288.107,2402,16386.7154,6,1616.2517,17339,8477.6578,326,52954203.278,1854,-42659.376,1727,2022-03-28
27,27,Co, ,, ,, ,0, , ,0+,193.28, ,7,ms,0.19328,0.00007,EC+B+,100, , , , , , , ,1, , , , ,-8731.7558,46710,-26450.5582,25,-7808.097,3596,8244.547,494,13422.0097,16951,4351.5554,16361,8569.2199,66,53948459.075,380,-48010.068,355,2022-03-28
27,28,Co, ,, ,, ,0, , ,7/2-,17.53, ,3,h,63108,108,EC+B+,100, , , , , , , , ,4.822, , , ,-8694.035,5775,-22823.0025,5,-8211.6868,4861,3451.426,509,14091.2467,3112,5064.3519,2981,8669.6204,74,54941996.416,434,-54029.996,405,2022-03-28
27,29,Co, ,, ,, ,0, , ,4+,77.236, ,26,d,6673190.4,2246.4,EC+B+,100, , , , , , , , ,3.85, ,0.25, ,-2132.8689,3735,-18775.8746,7405,-7754.0471,4841,4566.645,545,10081.8396,4635,5848.0672,4483,8694.8386,85,55939838.032,510,-56040.518,475,2022-03-28
27,30,Co, ,, ,, ,0, , ,7/2-,271.74, ,6,d,23478336,5184,EC,100, , , , , , , ,3/2,4.72, ,0.52, ,-3261.697,6417,-13509.3271,5241,-7080.224,5966,836.359,581,11376.4582,5657,6027.4657,4491,8741.8845,90,56936289.819,553,-59345.658,516,2022-03-28
27,31,Co, ,, ,, ,0, , ,2+,70.86, ,6,d,6122304,5184,EC+B+,100, , , , , , , , ,4.044, ,0.23, ,381.5789,11071,-11834.6497,12101,-6713.9617,15276,2307.979,1196,8572.9526,11760,6954.2468,11265,8738.9719,199,57935751.292,1237,-59847.292,1153,2022-03-28
27,32,Co,3.7875,21,100, ,,0, , ,7/2-,STABLE, , , , , , , , , , , , , , , ,4.627, ,0.42, ,-1073.005,1944,-10072.2847,2004,-6942.2118,3435,-1564.881,516,10453.8636,11021,7363.5380,3543,8768.0379,67,58933193.524,426,-62229.838,397,2022-03-28
27,33,Co, ,, ,, ,0, , ,5+,1925.28, ,14,d,166344192,12096,B-,100, , , , , , , , ,3.799, ,0.44, ,2822.8058,2124,-8564.9226,2068,-7163.6874,3755,-237.263,3,7491.9176,706,8274.4510,3756,8746.7692,67,59933815.536,433,-61650.437,403,2022-03-28
27,34,Co, ,, ,, ,0, , ,7/2-,1.649, ,5,h,5936.4,18,B-,100, , , , , , , , , , , , ,1323.8504,7899,-6496.2534,7909,-7836.8152,17186,-3977.676,274,9319.0592,8182,8773.9755,3,8756.151,138,60932476.031,901,-62898.179,839,2022-03-28
27,35,Co, ,, ,, ,0, , ,(2)+,1.54, ,10,m,92.4,6,B-,100, , , , , , , , , , , , ,5322.0404,185695,-5273.6884,19,-8021.7469,19,-2546.342,19,6597.5388,19,9792.8677,19,8721.3347,2996,61934058.198,19940,-61424.399,18574,2022-03-28
27,36,Co, ,, ,, ,0, , ,7/2-,27.4, ,5,s,27.4,0.5,B-,100, , , , , , , , , , , , ,3661.3385,185704,-3176.4313,19,-8751.1403,19,-6215.924,19,8498.4717,26,10262.4674,19,8717.7972,2948,62933599.63,19941,-61851.553,18575,2022-03-28
27,37,Co, ,, ,, ,0, , ,1+,0.30, ,3,s,0.3,0.03,B-,100, , , , , , , , , , , , ,7306.5921,200000,-2350.8683,20,-9249.4117,20,-4822.89,21,6012.2068,27,11445.7837,20,8675.5223,3126,63935810.176,21476,-59792.442,20005,2022-03-28
27,38,Co, ,, ,, ,0, , ,(7/2)-,1.16, ,3,s,1.16,0.03,B-,100, , , , , , , , , , , , ,5940.5911,21379,-157.4896,21335,-9867.9915,3,-7967.303,6,7464.0817,20,11504.6245,5,8656.8848,320,64936462.071,2235,-59185.205,2083,2022-03-28
27,39,Co, ,, ,, ,0, , ,(3+),0.20, ,2,s,0.2,0.02,B-,100, , , , , , , , , , , , ,9597.7522,140421,645.9373,14,-10309.4923,15,-6340.694,15,5294.6538,14,12479.6104,15,8605.9419,2117,65939442.943,15000,-56408.541,13972,2022-03-28
27,40,Co, ,, ,, ,0, , ,(7/2-),0.425, ,20,s,0.425,0.02,B-,100, , , , , , , , , , , , ,8420.9047,70607,2613.1918,7,-10859.6387,7,-9613.367,7,6984.5604,15,12542.9079,8,8581.7422,962,66940609.625,6917,-55321.783,6443,2022-03-28
27,41,Co, ,, ,, ,0, , ,(7-),0.20, ,2,s,0.2,0.02,B-,100, , , , , , , , , , , , ,11821.2318,48760,4028.7795,5,-11078.4662,5,-7745.591,193,4392.1252,8,13223.1460,5,8520.1301,567,67944559.401,4142,-51642.591,3859,2022-03-28
27,42,Co, ,, ,, ,0, , ,(7/2-),227, ,11,ms,0.227,0.011,B-,100, , , , , , , , , , , , ,9593.2084,857784,5007.0568,86,-11843.0192,86,-11186.447,218,6814.1750,86,13778,211,8495.4062,12420,68945909,92000,-50385.447,85697,2022-03-28
27,43,Co, ,, ,, ,0, , ,(6- 7-),112, ,7,ms,0.112,0.007,B-,100, ,B-N, , , , , , , , , , ,12688.9049,111987,5382.3745,12,-12199.487,16,-9634.963,300,4210.8339,86,14615,201,8434.198,1570,69950053.4,11800,-46524.963,10992,2022-03-28
27,44,Co, ,, ,, ,0, , ,(7/2-),80, ,3,ms,0.08,0.003,B-,100, ,B-N,6,2, , , , , , , , ,11036.3053,4650353,6772.6200,465,-13214,506,-12439.93,613,5916.2850,465,14769,553,8398.7344,65497,70952366.923,499230,-44369.930,465030,2022-03-28
27,45,Co, ,, ,, ,0, , ,[6- 7-],59.9, ,17,ms,0.0599,0.0017,B-,100, ,B-N,6, , , , , , , , , ,13926,300,7035,300,-13805,424,-11050.0,583,4002,553,15659,500,8338,4,71956736,322,-40300,300,2022-03-28
27,46,Co, ,, ,, ,0, , , ,40.7, ,13,ms,0.0407,0.0013,B-,100, ,B-N,22,8,B-2N, , , , , , , ,12139,300,8185,300,-15035,500,-13980.0,583,5741,424,16009,583,8302,4,72959238,322,-37970,300,2022-03-28
27,47,Co, ,, ,, ,0, , , ,31.3, ,15,ms,0.0313,0.0015,B-,100, ,B-N,18,15,B-2N, , , , , , , ,15160,447,8497,400,-15515,640,-12880.0,640,3642,500,16840,640,8239,5,73963993,429,-33540,400,2022-03-28
27,48,Co, ,, ,, ,0, , , ,30, ,11,ms,0.03,0.011,B-,100, ,B-N,16, ,B-2N, , , , , , , ,13680,447,10069,447,-16366,640,-15860.0,721,5091,565,17190,640,8197,5,74967192,429,-30560,400,2022-03-28
27,49,Co, ,, ,, ,0, , , ,21.7, ,+65-49,ms,0.0217,0.0057,B-,100, ,B-2N, , ,B-N, , , , , , , ,16530,583,10509,539,-16915,781,-15070.0,781,3171,640,18249,781,8131,7,75972453,537,-25660,500,2022-03-28
